"Field","Trt","Plot","Scom","Spop","Asyn","CPE","SAE","Richness","Shannon","Inv.Simpson","Evenness.Shannon","Evenness.Simpson","Nitrogen","Nitrogen_log"
"CDR C","A",8,0.40902142933393,0.18853351627585,0.22048791305808,0.0436579233266708,0.17682998973141,3.08695652173913,0.832027905965916,2.09805675904973,0.427577761681259,0.299722394149961,0,0
"CDR C","A",26,0.261386030599168,0.126033572665957,0.135352457933211,-0.0697182383843979,0.205070696317609,3.78260869565217,0.983996380652978,2.31014921421098,0.47320223287358,0.288768651776372,0,0
"CDR C","A",39,0.328092316645804,-0.0911831508640311,0.419275467509835,0.184044802037335,0.2352306654725,3.56521739130435,1.07685107414355,2.71367653250605,0.517855901480953,0.339209566563256,0,0
"CDR C","A",41,0.428920433324144,-0.0302982765963306,0.459218709920474,0.208516538414484,0.25070217150599,3.65217391304348,1.01791393918081,2.44875263970904,0.489513130702634,0.30609407996363,0,0
"CDR C","A",43,0.397281559384741,0.185030110592589,0.212251448792151,0.0106538369896338,0.201597611802518,4.43478260869565,1.03727882573027,2.43878447782778,0.472085938064557,0.270976053091975,0,0
"CDR C","A",47,0.479239631942113,0.0731384357812847,0.406101196160829,0.213485800861883,0.192615395298946,3.39130434782609,0.854007098973535,2.13435041855997,0.38867538065175,0.237150046506664,0,0
"CDR C","B",4,0.58347241746498,0.211949214067237,0.371523203397743,0.0464122591367812,0.325110944260961,5,1.40592407339089,3.6633290327823,0.67610656284915,0.457916129097788,1,0.301029995663981
"CDR C","B",11,0.514434366187427,0.209456060713792,0.304978305473635,-0.00165604095679896,0.306634346430434,4.47826086956522,1.24584041260496,2.81859513884785,0.695316773261821,0.469765856474641,1,0.301029995663981
"CDR C","B",17,0.392128067178741,0.145648075422856,0.246479991755885,-0.0338450813471343,0.280325073103019,4.39130434782609,1.23021486401184,2.87331621142852,0.63220537937431,0.410473744489789,1,0.301029995663981
"CDR C","B",27,0.433527409923405,0.169459930137222,0.264067479786183,0.0975219708214343,0.166545508964749,2.78260869565217,0.749072221886593,2.03109898864919,0.418065167089262,0.338516498108199,1,0.301029995663981
"CDR C","B",37,0.392934559354995,0.168763352066822,0.224171207288173,-0.0115376953718004,0.235708902659974,4,1.09179217296292,2.7228576756607,0.525041051204999,0.340357209457588,1,0.301029995663981
"CDR C","B",42,0.402001007401896,0.106899235306994,0.295101772094902,0.0550184114452464,0.240083360649656,4.30434782608696,1.07943830000447,2.54218288720396,0.519100094120688,0.317772860900496,1,0.301029995663981
"CDR C","C",2,0.440793424919454,0.154274352076807,0.286519072842647,0.0766852918793133,0.209833780963334,2.73913043478261,0.780163533089254,1.88015543939392,0.400924746431896,0.268593634199132,2,0.477121254719662
"CDR C","C",7,0.316994975959519,0.0824843916721475,0.234510584287372,0.0185219050351317,0.21598867925224,2.82608695652174,0.79137218541704,1.85107000584471,0.406684854283344,0.26443857226353,2,0.477121254719662
