"Field","Trt","Plot","WScom","WSpop","WAsyn","WCPE","WSAE","Scom","Spop","Asyn","CPE","SAE","Richness","Nitrogen","Nitrogen_log","Group"
"CDR B","A",1,2.38587890200251,0.962875137471153,1.27585041029016,0.72221234735708,1.30560311704134,2.42123633543136,1.87003028157503,1.29475782252685,0.862424807649995,1.50129937246925,3.60869565217391,0,0,"Grass"
"CDR B","A",11,3.01431450998032,1.23286223359382,1.29923254572655,0.949719646223826,1.24219688188882,2.78511870759302,2.32007312308719,1.20044436525648,0.900436015178035,1.33318119779908,3.43478260869565,0,0,"Grass"
"CDR B","A",17,2.47814350800882,1.27234571666233,1.03715409040308,0.511290700997366,1.27537088450014,3.59228584609033,2.38936868777688,1.50344560237486,1.03652165947539,1.45047195939523,3.95652173913043,0,0,"Grass"
"CDR B","A",33,2.45621112725055,0.977970938775606,1.2973179216593,0.730567480600634,1.26996840012329,2.84407043315664,1.89329931101931,1.50217687008266,0.989702851043414,1.51780594397496,3.60869565217391,0,0,"Grass"
"CDR B","A",34,2.11698873311994,0.851562527925466,1.26896882115642,0.800040716555258,1.13048168814051,2.30929658854049,1.6682748211187,1.38424230786624,0.975702038635589,1.41871416995495,3.56521739130435,0,0,"Grass"
"CDR B","A",54,2.55621584886798,1.00676954969881,1.33609009356516,0.715525468516743,1.17540485339962,3.94016901260082,1.91320619857834,2.05945862789315,1.30385674002004,1.57951296693953,3.78260869565217,0,0,"Grass"
"CDR B","B",10,1.82755124855208,0.817349802133351,1.17679579166143,0.640088352351821,1.21466651125953,2.29991525931552,1.55298927945,1.48096016485706,1.00684410702776,1.47089321427217,3.39130434782609,1,0.301029995663981,"Grass"
"CDR B","B",13,2.75163209987173,1.04384479725374,1.38519591601633,0.700020371493261,1.39876368246579,3.05380345293895,1.98645698276754,1.53731164552296,0.928551624223625,1.65560169776056,2.95652173913043,1,0.301029995663981,"Grass"
"CDR B","B",26,3.63195035094001,1.3742202354239,2.01234896263283,1.04091590248667,1.88131159696637,3.97255309003751,1.80483127846186,2.20106618133472,1.115931735862,1.97240217353843,4.34782608695652,1,0.301029995663981,"Grass"
"CDR B","B",31,3.0298404448034,1.06467498115369,1.98959516158334,1.11818978279044,1.80468894000321,3.43681281817835,1.52284268845538,2.25684034485814,1.19948240203132,1.88151184297176,4.34782608695652,1,0.301029995663981,"Grass"
"CDR B","B",40,2.58405744775777,1.08762342029829,1.88560059947084,1.29889979170335,1.62929882570834,2.63939792848613,1.37041611488824,1.92598284551067,1.16410064693884,1.65448138060511,3.69565217391304,1,0.301029995663981,"Grass"
"CDR B","B",49,2.45393969897998,1.01727100022979,1.77755934718172,0.891938278847724,1.81397079581445,2.77282708733591,1.38051070017473,2.00855168089965,1.06715204943194,1.88216073048712,3.78260869565217,1,0.301029995663981,"Grass"
"CDR B","C",20,3.63023262760021,0.957043378431885,2.59873774981413,1.75056497475013,1.82633143169779,3.49154295044693,1.39692149693052,2.49945537964657,1.2725417813513,1.96414405898125,4.73913043478261,2,0.477121254719662,"Grass"
"CDR B","C",23,3.20592716987254,1.10741637375228,1.90619829314645,1.29697085993345,1.46632844479993,3.20198381506961,1.68184347945287,1.90385363096408,1.13744548079268,1.67379770117623,3.91304347826087,2,0.477121254719662,"Grass"
"CDR B","C",25,2.61210427293283,0.973581538849268,1.90587193760259,1.07522379848855,1.71480624603485,3.04431921899608,1.37055602813409,2.22122930876507,1.20850684319682,1.83799481258156,4.26086956521739,2,0.477121254719662,"Grass"
"CDR B","C",28,3.01051572763609,1.15364954463309,2.127598814157,1.43050912823828,1.74668679403262,3.01616457015866,1.41498280014267,2.13159097754018,1.19828314459585,1.77887086800266,4.21739130434783,2,0.477121254719662,"Grass"
"CDR B","C",43,2.7500619151524,1.00091945509469,2.27177306963441,1.57550304263871,1.77694165075608,3.5202571158304,1.21053548521682,2.90801645950915,1.60672494555519,1.8099030998142,4.04347826086957,2,0.477121254719662,"Grass"
"CDR B","C",48,0.508256160874652,0.323543044091154,0.407530947970735,0.0592300756898085,0.414348927941264,2.98265683555963,1.24715966580077,2.39155973156376,1.42820905217386,1.67451657579371,4.34782608695652,2,0.477121254719662,"Grass"
"CDR B","D",2,1.88693588742395,0.714137019019047,1.9133426374548,1.21567239537979,1.60942267597574,2.093087948853,0.986198629814689,2.12237969672124,1.22303422521064,1.73533957837991,3.1304347826087,3.4,0.643452676486187,"Grass"
"CDR B","D",14,2.33769883780903,0.649592757401411,2.35181708038089,1.34199445657718,1.63089267405066,2.53115192054034,0.993996878970888,2.54643849904329,1.25431036893726,2.03015024200175,3.65217391304348,3.4,0.643452676486187,"Grass"
"CDR B","D",24,3.02059480840012,1.01320766732344,2.6634882096999,2.56839618326992,1.65559718955373,3.03878838379352,1.13407478110836,2.67953086905224,1.61227453240152,1.66195695286523,3.73913043478261,3.4,0.643452676486187,"Grass"
