"Field","Trt","Plot","Scom","Spop","Asyn","CPE","SAE","Richness","Shannon","Inv.Simpson","Evenness.Shannon","Evenness.Simpson","Nitrogen","Nitrogen_log"
"CDR C","A",8,0.414365952905549,-0.0113006664858877,0.425666619391437,0.0515872778469064,0.374079341544531,8.95652173913044,1.74215802091287,4.19936582191036,0.494038544485608,0.123510759467952,0,0
"CDR C","A",26,0.367343093937712,-0.0953047954737984,0.46264788941151,-0.0311644449832108,0.493812334394721,11.7391304347826,2.04916952717046,4.59853926436299,0.551805509725584,0.112159494252756,0,0
"CDR C","A",39,0.304961762419672,-0.166817192015997,0.471778954435668,0.0206462655871372,0.451132688848531,9.60869565217391,2.09145588388083,6.39766829715797,0.583631876878512,0.177713008254388,0,0
"CDR C","A",41,0.305561604523964,-0.178811459933064,0.484373064457028,0.0255927798875913,0.458780284569437,11.9565217391304,2.12386719025518,5.86619823819878,0.568232991986763,0.13967138662378,0,0
"CDR C","A",43,0.551956366748902,0.00525817183405787,0.546698194914844,0.0486467918495502,0.498051403065294,14.3913043478261,2.20150892584537,6.07774745337512,0.581764958635508,0.138130623940344,0,0
"CDR C","A",47,0.504801565609863,-0.142921858264732,0.647723423874595,0.158737988354819,0.488985435519775,10.9565217391304,2.09336515302221,5.24724386629719,0.57140164550902,0.134544714520441,0,0
"CDR C","B",4,0.596736535826306,0.00420640025020271,0.592530135576103,0.0654445488137558,0.527085586762347,10.304347826087,2.09479568210498,5.80634178353407,0.567867751755567,0.145158544588352,1,0.301029995663981
"CDR C","B",11,0.536215438476121,0.0350455257224708,0.50116991275365,0.0396584605173454,0.461511452236305,8.1304347826087,1.87337832039306,4.46305778808305,0.574991654952832,0.171656068772425,1,0.301029995663981
"CDR C","B",17,0.508306167623302,0.00755778565279635,0.500748381970505,0.039082763946597,0.461665618023908,9.56521739130435,1.91669552705181,4.77969949409357,0.558154533758427,0.15418385464818,1,0.301029995663981
"CDR C","B",27,0.441711155804622,-0.0231559287230072,0.464867084527629,0.0336180681853944,0.431249016342235,8.95652173913044,1.79051585607663,4.23348213584103,0.512086939496183,0.128287337449728,1,0.301029995663981
"CDR C","B",37,0.467131334482844,-0.00611512148324233,0.473246455966087,-0.0107520681396914,0.483998524105778,11.4347826086957,2.10434962149889,5.75730905529188,0.587229942868813,0.159925251535886,1,0.301029995663981
"CDR C","B",42,0.522858702294745,-0.0322960820315995,0.555154784326344,0.0931943513406512,0.461960432985693,11.7826086956522,1.94342205409139,4.30583103266118,0.510531747774848,0.0956851340591374,1,0.301029995663981
"CDR C","C",2,0.484810671384969,-0.0361810603947204,0.52099173177969,0.0569748554145931,0.464016876365097,8.30434782608696,1.91247694372177,4.81804323874905,0.518443870967083,0.120451080968726,2,0.477121254719662
"CDR C","C",7,0.349843773086441,-0.169728246148607,0.519572019235047,0.0616901423437537,0.457881876891294,8.78260869565217,2.05920636366902,5.40549068357105,0.579185589724336,0.154442590959173,2,0.477121254719662
"CDR C","C",20,0.30429658285194,-0.0405596820019172,0.344856264853857,0.00236639853663499,0.342489866317222,8.1304347826087,1.70507420996924,4.24796854995863,0.491980421414058,0.132749017186207,2,0.477121254719662
"CDR C","C",32,0.425666392025546,-0.1429059158174,0.568572307842946,0.042461936726235,0.526110371116711,10.0869565217391,2.17828566056472,5.532254844209,0.590500635127949,0.138306371105225,2,0.477121254719662
"CDR C","C",34,-0.147759550707476,-0.238473067648703,0.0907135169412273,0.0190066065570438,0.0717069103841836,10.0869565217391,0.860080646280645,1.47698487527737,0.224643824587319,0.0321083668538559,2,0.477121254719662
"CDR C","C",36,0.414515172459887,-0.0916354852887169,0.506150657748604,0.037370744037031,0.468779913711573,9.43478260869565,2.02951414835457,5.68800683339598,0.566346706466395,0.158000189816555,2,0.477121254719662
"CDR C","D",5,0.531958380956456,-0.100116250385977,0.632074631342433,0.152752039161111,0.479322592181322,7.04347826086957,1.9355858784499,4.96170793276454,0.609047543489214,0.206737830531856,3.4,0.643452676486187
"CDR C","D",10,0.471840231058731,-0.0700202689570747,0.541860500015805,0.0885474546665949,0.45331304534921,7.73913043478261,1.85488151199594,4.28936886310422,0.545361325395782,0.142978962103474,3.4,0.643452676486187
"CDR C","D",19,0.447975203680509,-0.000836577372473877,0.448811781052983,0.000401596713037436,0.448410184339946,9.1304347826087,1.77806324031684,3.89699950993275,0.504220492460957,0.114617632645081,3.4,0.643452676486187
"CDR C","D",45,0.466035040585572,-0.141075566816499,0.607110607402071,0.166328811027013,0.440781796375058,9.30434782608696,2.0382580176939,5.11399325380561,0.593554342611331,0.16496752431631,3.4,0.643452676486187
"CDR C","D",46,0.375037156919564,-0.168457813448376,0.54349497036794,0.0801333008816633,0.463361669486277,7.30434782608696,1.9514130184883,4.82489733894765,0.568264499046341,0.155641849643472,3.4,0.643452676486187
"CDR C","D",50,0.369800241044383,-0.109194216701206,0.478994457745589,-0.0348660281100933,0.513860485855683,8.73913043478261,2.11356209025216,5.41778516172697,0.609845109243539,0.169305786303968,3.4,0.643452676486187
"CDR C","E",6,0.437048096398731,-0.0618567956580809,0.498904892056812,0.117013059900668,0.381891832156144,6.43478260869565,1.4855801551155,3.05478171604097,0.450744443828169,0.113140063557073,5.4,0.806179973983887
"CDR C","E",14,0.40126179119261,-0.183736245757895,0.584998036950505,0.125979322931228,0.459018714019277,7.43478260869565,2.03164810077341,5.46034814655089,0.57613170479628,0.160598474898555,5.4,0.806179973983887
"CDR C","E",16,0.474569640027312,-0.0757715964904185,0.55034123651773,0.16104096983258,0.38930026668515,6.26086956521739,1.70521308406066,4.05391725527633,0.496569434456097,0.130771524363753,5.4,0.806179973983887
"CDR C","E",35,-0.198060536906619,-0.373103388273608,0.175042851366989,0.00742173062595649,0.167621120741033,8.69565217391304,1.97977915971617,5.17631495992828,0.533119897541984,0.126251584388495,5.4,0.806179973983887
"CDR C","E",38,0.537627850359299,-0.199559882050691,0.737187732409991,0.225653816830628,0.511533915579363,8.04347826086956,2.10677179268515,4.77526296115172,0.575061100694414,0.122442640029531,5.4,0.806179973983887
"CDR C","E",49,0.400588876529233,-0.0970388689489183,0.497627745478151,0.000277311266966082,0.497350434211185,9.21739130434783,1.97909619135473,4.18599579010342,0.556653288827549,0.119599879717241,5.4,0.806179973983887
"CDR C","F",1,0.303576573114843,-0.177953483319821,0.481530056434664,0.041572054464918,0.439958001969747,7.34782608695652,1.8474741844718,4.09597357543836,0.497492481978783,0.0999017945228869,9.5,1.02118929906994
"CDR C","F",9,0.355046383200007,-0.120380665842548,0.475427049042555,0.0866538694333568,0.388773179609198,5.56521739130435,1.63762209503699,3.83319681612913,0.496875956431164,0.141970252449227,9.5,1.02118929906994
"CDR C","F",13,0.373147727177668,-0.141791632402673,0.514939359580341,0.0864580885572494,0.428481271023091,6.52173913043478,1.69235562789376,3.21524928240506,0.48831061435657,0.100476540075158,9.5,1.02118929906994
"CDR C","F",24,0.508906318845255,-0.043063856644948,0.551970175490203,0.256771799165204,0.295198376324999,4.82608695652174,1.16834986985708,2.35492993366431,0.372620642679406,0.102388257985405,9.5,1.02118929906994
