"Field","Trt","Plot","Scom","Spop","Asyn","CPE","SAE","Richness","Shannon","Inv.Simpson","Evenness.Shannon","Evenness.Simpson","Nitrogen","Nitrogen_log"
"CDR B","A",1,0.442983860268261,0.0489054363591118,0.394078423909149,-0.0100114206417122,0.404089844550861,8.43478260869565,1.41579937828756,2.54734225856616,0.378792007555181,0.060651006156337,0,0
"CDR B","A",11,0.538483182616052,0.150209167499206,0.388274015116846,0.0194964563309748,0.368777558785871,8.8695652173913,1.04850285825713,1.63125836113358,0.299871468837143,0.0494320715495024,0,0
"CDR B","A",17,0.444008300298904,0.154486979859416,0.289521320439488,-0.089793213746315,0.379314534185803,9.04347826086956,1.16111546646979,2.01283833383605,0.321556871288587,0.054401036049623,0,0
"CDR B","A",33,0.486746308585251,0.0868065636444047,0.399939744940846,0.00925350284755153,0.390686242093294,9.17391304347826,1.39734920449369,2.45522254112001,0.399641407870321,0.0744006830642426,0,0
"CDR B","A",34,0.396168684389783,0.000666680268691006,0.395502004121092,0.0501874196001555,0.345314584520937,7.65217391304348,1.20685424237249,1.99644113579682,0.342237906177745,0.0587188569352005,0,0
"CDR B","A",54,0.562809753026319,0.158142301423871,0.404667451602449,0.0556482642916593,0.349019187310789,9.04347826086956,1.33868769238902,2.75047685604439,0.376527886788168,0.0785850530298396,0,0
"CDR B","B",10,0.359154533843312,0.00969293129565875,0.349461602547654,-0.0137559513746259,0.36321755392228,6.43478260869565,1.34523790277008,2.57430929819846,0.403708085341781,0.0919396177928023,1,0.301029995663981
"CDR B","B",13,0.519007994228416,0.0980535579866462,0.42095443624177,-0.00423314530553565,0.425187581547306,6.78260869565217,1.40674383536068,2.87647499455947,0.422166115874658,0.102731249805695,1,0.301029995663981
"CDR B","B",26,0.582269992867805,0.16018642906746,0.422083563800345,0.0292425615553324,0.392841002245013,6.82608695652174,1.33336354464611,2.77763360753469,0.392027687612326,0.0925877869178229,1,0.301029995663981
"CDR B","B",31,0.522380292411135,0.0681775824797605,0.454202709931374,0.0423623593417698,0.411840350589605,7.73913043478261,1.412429508102,2.59446516962634,0.403954369688137,0.0786201566553438,1,0.301029995663981
"CDR B","B",40,0.445989433276653,0.070165819660828,0.375823613615825,0.063448963085907,0.312374650529918,7.39130434782609,1.1696991446172,2.02604159278784,0.354902014927477,0.0750385775106609,1,0.301029995663981
"CDR B","B",49,0.432835901622398,0.0504086791419068,0.382427222480491,-0.00880618143062011,0.391233403911111,6.60869565217391,1.52013063904414,3.32855777549279,0.472255135566277,0.133142311019712,1,0.301029995663981
"CDR B","C",20,0.609392773979122,0.0303899410068906,0.579002832972232,0.153182861610485,0.425819971361747,7.95652173913043,1.62205101054463,3.59175734575203,0.468024989796334,0.112242417054751,2,0.477121254719662
"CDR B","C",23,0.542006138004081,0.0803634263910023,0.461642711613079,0.113936816951039,0.347705894662041,6.26086956521739,1.29111118305541,2.63199955707151,0.391740014917873,0.0974814650767225,2,0.477121254719662
"CDR B","C",25,0.457224648989542,0.028606469546706,0.428618179442836,0.0458786587508803,0.382739520691956,6.65217391304348,1.48812055721778,3.27436951037269,0.456745384874769,0.125937288860488,2,0.477121254719662
"CDR B","C",28,0.507102361108688,0.0905353596905488,0.416567001418139,0.0856747028479951,0.330892298570144,6.91304347826087,1.34099611831064,2.72105170467956,0.398241255303081,0.0938293691268814,2,0.477121254719662
"CDR B","C",43,0.468639815223017,0.0296964743465625,0.438943340876454,0.106691779807399,0.332251561069055,6.17391304347826,1.45184696559847,3.37633524553575,0.456835234109146,0.140680635230656,2,0.477121254719662
"CDR B","C",48,-0.0467063625043221,-0.242856946902444,0.196150584398122,-0.00720562479018149,0.203356209188303,8.04347826086956,1.66207420359117,4.16735330705121,0.479573242222091,0.13022979084535,2,0.477121254719662
"CDR B","D",2,0.311752546991811,-0.110223051001607,0.421975597993418,0.0751226335220632,0.346852964471355,5.43478260869565,1.41703849310715,3.27819655729054,0.416629302594209,0.109273218576351,3.4,0.643452676486187
"CDR B","D",14,0.452964966532887,-0.103182420280275,0.556147386813162,0.158978158277604,0.397169228535558,6.26086956521739,1.69653172883269,4.34241029443236,0.503826160364266,0.149738286014909,3.4,0.643452676486187
"CDR B","D",24,0.493633314351654,0.0192393103294796,0.474394004022174,0.206496098164231,0.267897905857943,5.34782608695652,1.27822635444071,3.08324605446608,0.419844616220505,0.146821240688861,3.4,0.643452676486187
"CDR B","D",36,0.453458988148142,0.000722046411049106,0.452736941737092,0.165835278474903,0.28690166326219,6.43478260869565,1.37349409639224,2.96349174676198,0.426699932249943,0.118539669870479,3.4,0.643452676486187
"CDR B","D",38,0.366126575415231,-0.124724169407379,0.49085074482261,0.0912297153926072,0.399621029430003,6.69565217391304,1.81755118494173,4.57022042651367,0.539765817055948,0.157593807810816,3.4,0.643452676486187
"CDR B","D",41,0.517161796365545,0.0321005830249616,0.485061213340584,0.169826340312707,0.315234873027876,6.69565217391304,1.36703760612224,2.87550896751588,0.414777084455505,0.106500332130218,3.4,0.643452676486187
"CDR B","E",5,0.378241444149348,-0.00427023851300801,0.382511682662355,0.126373065374111,0.256138617288245,4.39130434782609,1.18370794502978,2.98710438531922,0.395131419279164,0.149355219265961,5.4,0.806179973983887
"CDR B","E",9,0.143578628516592,-0.219689833757798,0.36326846227439,0.0246438614803909,0.338624600793999,5.52173913043478,1.61645084277208,4.10247853224956,0.480044202940901,0.141464776974123,5.4,0.806179973983887
"CDR B","E",27,0.412154686963404,-0.0771262467976151,0.489280933761019,0.185385658010015,0.303895275751004,5.04347826086957,1.31173341964932,3.19245424322598,0.402607290588721,0.122786701662538,5.4,0.806179973983887
"CDR B","E",30,0.421341914947663,-0.125186745140236,0.546528660087899,0.246942091221944,0.299586568865955,5.08695652173913,1.39962132654064,3.23259186427303,0.475343974333904,0.170136413909107,5.4,0.806179973983887
"CDR B","E",45,0.295475024553116,-0.152627307971059,0.448102332524175,0.0903870169832503,0.357715315540924,6.43478260869565,1.5161283697645,3.2833336967633,0.450251016338706,0.113218403336665,5.4,0.806179973983887
"CDR B","E",46,0.38765402865222,-0.12600014748644,0.51365417613866,0.202678370576934,0.310975805561726,5.82608695652174,1.43574978970628,2.92626740930401,0.422130687694646,0.0975422469768003,5.4,0.806179973983887
"CDR B","F",7,0.465225107920277,-0.000843621596330184,0.466068729516607,0.184729837305459,0.281338892211148,3.8695652173913,1.03337603302897,2.00559978460922,0.321036314928763,0.0802239913843688,9.5,1.02118929906994
"CDR B","F",16,0.348832545791235,-0.113021146555332,0.461853692346567,0.20213452660701,0.259719165739557,5,1.27468511310537,2.86475989094804,0.386756130515259,0.106102218183261,9.5,1.02118929906994
"CDR B","F",19,0.504772118776834,-0.0138982230892969,0.518670341866131,0.207558453242834,0.311111888623297,4.82608695652174,1.16361706361863,2.25102712559756,0.357146281590924,0.0865779663691368,9.5,1.02118929906994
"CDR B","F",29,0.298907773003084,-0.0522794212548871,0.351187194257971,0.0956504398984657,0.255536754359506,3.47826086956522,1.11460629076515,2.62562099735225,0.422350162028366,0.187544356953732,9.5,1.02118929906994
"CDR B","F",32,0.367529296627204,-0.0779082412723174,0.445437537899521,0.119526932245731,0.325910605653791,4.82608695652174,1.35657092852781,2.77587654150527,0.452834500767465,0.138793827075263,9.5,1.02118929906994
"CDR B","F",51,0.206798285122067,-0.254348776744741,0.461147061866808,0.149604664022957,0.311542397843851,5.78260869565217,1.61732844884558,3.98169173154553,0.462555398612451,0.120657325198349,9.5,1.02118929906994
"CDR B","G",8,0.244525610934005,-0.167938294145122,0.412463905079128,0.14709822117791,0.265365683901218,4.47826086956522,1.27499804136,2.99171243228607,0.38685107703942,0.110804164158743,17,1.25527250510331
"CDR B","G",15,0.399322712868506,-0.0337592707940482,0.433081983662554,0.172341119396505,0.26074086426605,3.73913043478261,0.893883432927932,1.72912595791902,0.285085339461564,0.0751793894747401,17,1.25527250510331
"CDR B","G",18,0.420433182837146,-0.0654849746611215,0.485918157498267,0.201898021174461,0.284020136323807,4.08695652173913,1.09079533143933,2.24104067373971,0.370459479431335,0.117949509144195,17,1.25527250510331
"CDR B","G",42,0.312420457052089,-0.224911867408173,0.537332324460262,0.165389632151169,0.371942692309093,4.39130434782609,1.50633745103191,2.74446894000737,0.487323443065404,0.124748588182153,17,1.25527250510331
"CDR B","G",50,0.358229318287763,-0.147957982771249,0.506187301059013,0.160472576703412,0.345714724355601,5.26086956521739,1.35973753072866,2.35847990646387,0.42242621483677,0.0943391962585549,17,1.25527250510331
"CDR B","G",53,0.563213136486819,0.0457309408047516,0.517482195682067,0.172295990044531,0.345186205637536,5.95652173913043,1.28477739747094,2.76561940124897,0.394333741335711,0.106369976971114,17,1.25527250510331
"CDR B","H",3,0.357788095585536,-0.0930339232015364,0.450822018787072,0.175958397774024,0.274863621013048,2.78260869565217,0.992572935225387,1.88363243282605,0.343406668195463,0.104646246268114,27.2,1.45024910831936
"CDR B","H",4,0.346723832995056,0.0198597873901321,0.326864045604924,0.109014703186876,0.217849342418049,2.65217391304348,0.651293970893498,1.48707015736718,0.253920791456899,0.114390012105168,27.2,1.45024910831936
"CDR B","H",22,0.333753985974971,-0.00615153949576289,0.339905525470734,0.135707234927801,0.204198290542933,2.95652173913043,0.721009427281345,1.55403252613973,0.28110084325209,0.11954096354921,27.2,1.45024910831936
"CDR B","H",39,0.382196237102576,-0.127326772762594,0.50952300986517,0.247137408746729,0.262385601118441,4.1304347826087,1.11906428363677,2.33312272534324,0.373552834983203,0.116656136267162,27.2,1.45024910831936
"CDR B","H",44,0.272162410196845,-0.255019486091634,0.527181896288478,0.123467472795084,0.403714423493394,4.95652173913043,1.59384836543926,2.77383702100478,0.495156834919073,0.110953480840191,27.2,1.45024910831936
"CDR B","H",47,0.424395447814634,0.00528400705299644,0.419111440761637,0.128173887659015,0.290937553102622,4.04347826086957,1.02214593409051,2.05799415330965,0.353638223629234,0.114333008517203,27.2,1.45024910831936
